,date,text
184,Fri Nov 12 13:25:18 +0000 2021,"*🇵🇸Palestinian MOH*
12-11-2021 / 10:00 AM
*🚨COVID-19 daily updates in Gaza Strip.*

💫PCR tests in the last 24 hours:795
💫New cases in the last 24 hours:146
💫 Cumulative confirmed cases:185563
💫 Seriously ill cases:60
💫Cases that need medical care:86"
322,Fri Nov 12 01:33:29 +0000 2021,"-Among states reporting, children were 0.00%-0.26% of all COVID-19 deaths, and SEVEN states reported ZERO child deaths

​-In states reporting, 0.00%-0.03% of all child COVID-19 cases resulted in death
👇"
5,Fri Nov 12 23:41:57 +0000 2021,".@CGIARgender, @IFPRI and @FAO present:

A policy dialogue on the gendered impacts of #COVID19 and gender-responsive policymaking in agriculture and food systems during the COVID-19 pandemic ⚖️🍲🌍

📅Tuesday, 16 November
🕑14:00-16:00 CET

Register now ➡️ https://t.co/F6QD1T41wU https://t.co/16k5GH84wr"
328,Fri Nov 12 00:58:38 +0000 2021,".@MarkLevineNYC Much happened since the last pandemic that resulted on our lousy response to the this CoViD pandemic.

Example: The corporate takeover of American medicine.

Here's that history in &lt;300 words: https://t.co/YdupdRBRnv"
491,Fri Nov 12 13:41:54 +0000 2021,"00:35 Frontier Bowl
01:05 Five wins for Coach Torres
01:20 Andrew Perez breaks a record
02:10 Hailey at the tailgate
03:40 12-5A Football in the playoffs
04:15 Vets Memorial vs Weiss
06:20 Seguin vs Manor
09:00 Buda Johnson vs Cedar Park
09:21 Dripping Springs vs Georgetown
x"
212,Fri Nov 12 11:45:56 +0000 2021,10 states sue Biden administration over COVID-19 vaccine requirement for health care workers https://t.co/681aWF4Wx1
259,Fri Nov 12 08:33:15 +0000 2021,"112 Loudoun County Children Given Adult Doses of COVID Vaccine. Pharmacy Is Sorry for the 'Inconvenience'
BY PAULA BOLYARD NOV 11, 2021 5:00 PM ET"
160,Fri Nov 12 14:34:03 +0000 2021,"12-11-21 15:34:00 0159024 P080 - COVID-19 AMB 5 """
482,Fri Nov 12 16:48:05 +0000 2021,"2021-11-12 10:38:00 | PAPER CIVIL | JOHNSON ST COLU COL, BIRMINGHAM"
271,Fri Nov 12 07:09:04 +0000 2021,"2021/11/12 02:00: Biden, Xi to address Asia-Pacific leaders on trade, COVID recovery https://t.co/KQA5YGF1ZX"
441,Fri Nov 12 16:34:18 +0000 2021,"21.30 Pfizer's new clot shot ingredient
31.00 it's gene editing
https://t.co/0puMt8x0oa"
61,Fri Nov 12 19:48:09 +0000 2021,"5. Simone Gold, the Los Angeles-based M.D. and pusher of unproven COVID remedies, was arrested by the FBI for breaching the Capitol on January 6th.

Dr. Simone Gold received $21,833.00 in pandemic relief loans. https://t.co/YGpDR7tLpG"
350,Fri Nov 12 19:49:15 +0000 2021,"8. Nick Yaya is a Los Angeles-based QAnon extremist and anti-vaxxer who staged a shutdown of the nation’s largest vaccine site on January 30th at Dodger Stadium.

Yaya wears a white lab coat at anti-vax protests to pretend he’s a doctor. He received $1,000.00 in pandemic relief. https://t.co/KUptN7oJeg"
506,Fri Nov 12 07:31:52 +0000 2021,"@10DowningStreet @BorisJohnson Does that clock say 11:55 or 11:00? Can’t tell for the glare. Not that I don’t trust you Johnson 🤔
Buy a freaking jacket that fits and brush your hair, and show some actual respect, rather than feign it."
368,Fri Nov 12 13:12:25 +0000 2021,"@444Cin444 @YouTube Ww3 is   tonight  00:00  1 second B4  Saturday  the 13th
That ""wax""  a joke
Daily    "" Invasion""  of our  bodies  by the ""Vaccine"" army of "" Dogs""   will continue
Good thing   if   WW3  starts     is  ALL  VAX will B destroyed
WHO LET THE DOGS OUT!

https://t.co/TvS4XqP5Uf https://t.co/1kGui0qnlI"
335,Fri Nov 12 00:12:44 +0000 2021,"@49erscap Hi! Thanks for asking! The exclusive event, SOUTH PARK: POST COVID, is available to stream November 25 only on Paramount+. Start your free trial at https://t.co/vryqXRq3Cz. Thank you! *MG"
284,Fri Nov 12 05:39:24 +0000 2021,"@ABC 🇩🇪04:00-German 7-day incidence sets another record.
The German seven-day COVID-19 incidence rate has risen to its highest level since the pandemic began with 263,7 cases seen per 100.000 inhabitants, according to data compiled by the Robert Koch Institute (RKI).

🇪🇸""Hate police"". https://t.co/ASqsltZGXi"
238,Fri Nov 12 09:49:34 +0000 2021,"@ABCPolitics 🇳🇱10:00-The Netherlands will go into partial lockdown for at least 3 weeks starting this weekend in an effort to stop the recent surge in COVID infections.Bars,restaurants and stores not deemed essential,to close by 7pm while sporting and live events will not be allowed audience. https://t.co/rGlJbtOy5U"
402,Fri Nov 12 20:47:06 +0000 2021,"@AnastasiaBarzee I stumbled upon one of your Law &amp; Order: SVU episodes at about 3:00 this morning. I was very surprised by how much the premise of ""Selfish"" (2009) mirrored the current vaccination debate.
https://t.co/CNvM4Aciu3
@HilaryDuff"
246,Fri Nov 12 09:19:33 +0000 2021,"@AndrewLittleMP I strongly advise the use of Hyperbaric Oxygen Therapy (HBOT) as an alternative in treating COVID - 500 x Hyperbaric oxygen chambers = $8,000,000 USD or $11,332,568.00 NZD + shipping/tax https://t.co/HX6WdxYEcg https://t.co/MInI3nRfOZ"
283,Fri Nov 12 05:40:59 +0000 2021,"@BBCBreaking 🇩🇪04:00-German 7-day incidence sets another record.
The German seven-day COVID-19 incidence rate has risen to its highest level since the pandemic began with 263,7 cases seen per 100.000 inhabitants, according to data compiled by the Robert Koch Institute (RKI).

🇪🇸""Hate police"". https://t.co/fOOUnJdgN2"
169,Fri Nov 12 14:10:24 +0000 2021,"@BlackJogle I mentioned during covid crash that we could see a blow-off like in 1999/00 and that covid crash could be the match for the start. It is not a very special scenario, everybody knows it can happen.

And covid crash was really a normal, expected 4 year cycle low that was enhanced."
324,Fri Nov 12 01:20:24 +0000 2021,@ByMHarrington Too expensive for a COVID-19 full test to get back into Canada for a day trip! $200.00   Until Fed govt relax's rule you won't see many Canadians across the border.
398,Fri Nov 12 21:01:25 +0000 2021,"@COVIDNewsByMIB Third Wave of Corona Coming or Not? Predictions That Experts Got Completely Wrong https://t.co/xDInmsNNK8 .MY PERSONAL OPINION: THE THIRD WAVE IS COMING ! THIS IS DUE TO INDIAN ""SLOW WORK"" ON VACCINATION &amp; PRECAUTIONS.THE EUROPE'S PROBABLE LOCK DOWN NEWS HINTS IT"
295,Fri Nov 12 03:56:23 +0000 2021,"@ErrolWebber @POTUS SERIOUSLY!!!……. TRUMP KILLED OVER 400,00 DURING HIS TERM WHEN COVID-19 HIT!!! “””””AND DID ABSOLUTELY NOTHING!!!!”””””WHAT IN THE HELL ARE YOU SMOKING!!!!"
439,Fri Nov 12 21:15:17 +0000 2021,"@FamedCelebrity Malone says Walensky is a big liar.

21.30 Pfizer's new clot shot ingredient
31.00 it's gene editing
https://t.co/0puMt8x0oa"
445,Fri Nov 12 03:09:28 +0000 2021,"@FarrettGary @3M @pfizer @TheDemocrats Mr. Farrett, it’s time to pay your $46,845.00 in outstanding legal bills, and you can’t keep ducking my calls forever. If you do not pay, I’ll be forced to reveal sensitive information about your associations during your college days. You’ve been warned."
355,Fri Nov 12 18:33:44 +0000 2021,"@GovMurphy Forget the vaccine for a minute and address this:
My electric bill is usually about $94.00 a month, not on equal payment plan, I pay actual amount used. This month with no changes in my home whatsoever my electric bill soared to $368.90. EXPLAIN THIS."
93,Fri Nov 12 18:14:09 +0000 2021,"@GraceDa06 @GovKathyHochul @dwallacewells AAP: ""In states reporting, 0.00%-0.03% of all child COVID-19 cases resulted in death""
https://t.co/BUrDYimGwr

So no pediatric emergency!"
480,Fri Nov 12 17:12:26 +0000 2021,@GreekFire23 One will be named Johnson Baby Powder Co. with $100.00 in shareholder equity.
247,Fri Nov 12 09:14:39 +0000 2021,"@IAMTOMMACDONALD (5)...  Or see him until I got an instant covid test ($300.00) and took a whole day to find an office that could give me one and got it, 1 hour later got the call that he had passed
:(........ and know Daddy saw yr words and smiled ear to ear so I thank you sir, you r awesome :)"
400,Fri Nov 12 20:59:50 +0000 2021,"@IMAIndiaOrg Third Wave of Corona Coming or Not? Predictions That Experts Got Completely Wrong https://t.co/xDInmsNNK8 .MY PERSONAL OPINION: THE THIRD WAVE IS COMING ! THIS IS DUE TO INDIAN ""SLOW WORK"" ON VACCINATION &amp; PRECAUTIONS.THE EUROPE'S PROBABLE LOCK DOWN NEWS HINTS IT"
18,Fri Nov 12 22:45:40 +0000 2021,@Innoutburger18 Rejects #Corrupt governor &amp; presidential hopeful who also mis-managed the #COVID #Pandemic @RonDeSantisFL @GovRonDeSantis Pitch to Move to #Florida. https://t.co/w7JoLqxVot
450,Fri Nov 12 23:48:49 +0000 2021,@JKCorden @Fulwell73 @bigboturner It is hence forth called Johnson or Johnson 🙄 Mark has me in a corner for being stupid so I can't comment on it.🙄 yeah yeah I'm better at being GOD 🤭 I can prove it too 😁 😒 but don't care to be GOD hours never stop pay is 0.00 and when I prove it 😳 it gets weird. https://t.co/DzMmPVUii0
475,Fri Nov 12 18:26:26 +0000 2021,"@JacquelBenson @nigethugrug @DCBMEP @DavidGHFrost @BorisJohnson @Conservatives @BrandonLewis Totally unfounded. First, the UK aligning to EU standards would eliminate the need for ANY paperwork - !00% gone. Second, 80% removed is in the heading here and NOTHING in the article about your contentions.

https://t.co/FitY5HLrlE"
314,Fri Nov 12 01:56:23 +0000 2021,"@KuljeetKaila @IAMDJREMINISCE @CityNewsVAN A global pandemic that has killed millions of people isn't justification enough for you? 45,500 Canadians died over the course of WWll (6 years). In less than 2 years, over 29,00 have already died of Covid. What justification do you need exactly?"
249,Fri Nov 12 09:12:07 +0000 2021,"@Kylecollins_00 @Broni_m @eoinmauricedaly @imoshedinheels ..I'm not saying what I encountered was right or wrong, just what it was like. These are crap times in terms of COVID &amp; the housing market &amp; hope everyone gets to enjoy college years in a safe env."
41,Fri Nov 12 21:08:30 +0000 2021,"@L0VEhER In just a year and a half there are 750,00 people in America alone, and 5 million world wide who are no longer alive because of Covid. And then there are those who early on lost limbs, or are still dealing with other long Covid symptoms. Both sides are not the same on this issue."
73,Fri Nov 12 19:01:41 +0000 2021,"@LeMickeyBurnerr @TheNBACentral @LakersDailyCom The world got 500,00+ new cases of Covid yesterday btw"
301,Fri Nov 12 03:16:41 +0000 2021,"@LucasCottSilv @Archaon35382820 @OokamiwolfDen @HIDEO_KOJIMA_EN Brazil’s population 212.6million
New covid cases a day 12k
00.006 percent of the population catches covid a day.
6 people in 100,000 may catch covid in a day in Brazil.

2.7% of those will die.

I’d like my odds."
171,Fri Nov 12 14:02:57 +0000 2021,"@NotThatJones @BLABBERMOUTHNET No — but that’s not today’s subject. Almost 800,00 Americans are dead from COVID and he is correct. Even a busted clock tells the right time twice a day."
303,Fri Nov 12 03:06:44 +0000 2021,"@ONTrillium is supporting non-profit organizations impacted by COVID-19 through the Resilient Communities Fund.

Connect with @ONTrillium and get support for your application:

📞 Call 1 800 263-2887, Mon - Fri: 8:30 AM - 5:00 PM or email otf@otf.ca. https://t.co/M9vOJ1zJ8d"
115,Fri Nov 12 16:48:24 +0000 2021,"@OliverDowden @sajidjavid Does this surprise you?  If it does it is deeply disturbing and shows a lack of intelligence and common sense

Care home group stops new admission at several homes after losing 150 staff over mandatory Covid vaccine rules https://t.co/ZJ3cfvZq9l"
80,Fri Nov 12 18:42:46 +0000 2021,"@PMOIndia #Loot@airports 4500.00 for a simple Covid test?
Why? Why?"
315,Fri Nov 12 01:48:18 +0000 2021,@POTUS American people Need a 4th stimulus check till covid-19 delta over with food keeping going up along with everything' else Kentucky  and people likeyself is on SSI I only get 200.00 a month I and all Americans need help now holidays coming winter we all need this help..now
128,Fri Nov 12 16:14:10 +0000 2021,@POTUS Stop closing gas pipelines !!! I voted for you. I'm over covid mandates. Over port backups. Over food prices tripling. OVER $4.00 /GALLON GAS !!! ILL VOTE GOP IF YOU DO NOT FIX THIS . GET OFF YOU ASS !
133,Fri Nov 12 15:57:13 +0000 2021,"@Pantrocious @AP yes, i mean this part :
COVID cases rising in Western Europe

with the view of my situation.
Not yours."
292,Fri Nov 12 04:15:10 +0000 2021,"@PriyankaPulla I’ve written a 1,00,000 word book on Covid, out in January 2022 while you confine yourself to 280 ch tweets dripping with hate. What an appalling bunch."
51,Fri Nov 12 20:18:30 +0000 2021,@ProFootballTalk Kirk Cousin’s fine for repeatedly and deliberately and intentionally violating COVID protocols all year long:  $0.00
499,Fri Nov 12 09:52:14 +0000 2021,"@RAF_Luton No no and thrice no. You're ALL wrong.

It's the RDS (Royal Decepticon Sqn) dropping DBs, decoy Boris' so the medja can't interview the real one.

If you do spot the real Boris, approach him and say ""You are the real Boris Johnson and I claim my £5.00"" he'll give you a Prescott"
68,Fri Nov 12 19:20:08 +0000 2021,"@RBReich These GOP boyz get paid what 174k a year. ? EST 83.00 an hr to do nothing at all but spread lies,bully,watch people die from covid,attack big Bird, incite violence, etc etc etc and kiss the almighty mushroom. They hoping to become oligarchs for Trump?"
431,Fri Nov 12 16:39:18 +0000 2021,"@ReachHardOil in short, yes; Moderna. Moderna was a little over 10.00/share towards the end of 2019 if im not mistaken.

They had around 70% institutional ownership at their peak and hit a high of over 500.00/share outside of market-hours"
104,Fri Nov 12 17:31:08 +0000 2021,"@RobDemovsky Marshawn Lynch was fined $75,000 for not talking to reporters after NFC title game.
Aaron Rodgers fined $14,650.00 for breaking Covid protocol.
I guess we know the NFL priorities."
137,Fri Nov 12 15:45:01 +0000 2021,"@RubinReport 760,00+ DEAD PEOPLE IN THE UNITED STATES AND  46.6 MILLION COVID CASES THAT HAVE BEEN REPORTED!"
87,Fri Nov 12 18:30:40 +0000 2021,@RubinReport Oh really? I’ve never heard of a single person regretting it. Only those who regretted not getting it and having linger covid side effects months after “recovering.” We must hang with an extremely different crowd or you’re just full of shit.
478,Fri Nov 12 17:49:44 +0000 2021,"@ScottDuncanWX Deadline looms as Johnson tells world leaders 'this is the moment'
The deadline to reach an agreement is supposed to be in 15 minutes, at 18:00 GMT, it's highly unlikely that will be met - something that has happened at many other COP summits.
 UK PM Boris  ""this is the moment"""
327,Fri Nov 12 01:05:05 +0000 2021,"@SecBlinken This is American democracy!! COVID-19 in the United States
Data updated to 2021.11.12 09:00
Existing confirmed
9183252
A + 5692 yesterday
The cumulative cure
37729489
A + 97871 yesterday
The cumulative death
780775"
364,Fri Nov 12 15:33:07 +0000 2021,@ShabbyGinLover The press conference is tonight at 19.00 but that has leaked out yeah. I know that hospitality will have an even earlier closing time. We have already got restrictions and vaccine passports. We have has since June. It's not working and it's pissing me off 🙄x
348,Fri Nov 12 20:44:27 +0000 2021,@ShamsCharania You don’t need a vaccine to play basketball
239,Fri Nov 12 09:48:02 +0000 2021,"@SkyNews 🇳🇱10:00-The Netherlands will go into partial lockdown for at least 3 weeks starting this weekend in an effort to stop the recent surge in COVID infections.Bars,restaurants and stores not deemed essential,to close by 7pm while sporting and live events will not be allowed audience. https://t.co/fNaxlmqRSl"
210,Fri Nov 12 11:52:21 +0000 2021,"@SuperRedWine @Reg0056 @MYANC ❗❗❗❗❗
If you wondered the schools are getting paid to mask the kids 🤨

They are paying the schools for following the covid regulations...
 its about $3000.00 a child that wears a mask 🤷🏻‍♀️"
185,Fri Nov 12 13:25:06 +0000 2021,"@That_Coast @FacePuncher500 @RBReich Maybe because he had COVID and wasn’t vaccinated yet lied and said he was and continued to be around others!  He gets a $14,000.00 fine yet Colin Kapernick is “blackballed” from his livelihood."
193,Fri Nov 12 13:07:29 +0000 2021,"@Uber #Uber also provided 1,00,000 free rides to all the COVID-19 health workers, senior citizens in collaboration with the Red Cross Society, Sri Lanka, and the Ministry Of Health."
203,Fri Nov 12 12:31:15 +0000 2021,"@ValleyNewsLive 350.00? What HAPPENED to the “GENEROUS” 500.00?
Flipping joke.
The thought of “giving”/“helping”middle/low income families is NOT in the agenda. Republicans are ALL for BIGWIGS &amp; CORPORATIONS. That’s where ALL the Covid relief funds will go."
399,Fri Nov 12 21:00:39 +0000 2021,"@WHO Third Wave of Corona Coming or Not? Predictions That Experts Got Completely Wrong https://t.co/xDInmsNNK8 .(13-11-2021):MY PERSONAL OPINION:THE THIRD WAVE IS COMING ! THIS IS DUE TO INDIAN ""SLOW WORK"" ON VACCINATION &amp; PRECAUTIONS.THE EUROPE'S PROBABLE LOCK DOWN NEWS HINTS IT"
333,Fri Nov 12 00:25:03 +0000 2021,@_The_Phantom_1_ @RonFilipkowski Santa had it rough during covid like the rest of us.
349,Fri Nov 12 20:21:37 +0000 2021,"@arinudman @maskartists @richardursomd Oh, I didn’t even pay attention to the vac statement. Sorry if I wasn’t clear enough, but I was commenting on the statement related to death due to medical error. As for the vaccine, it’s effective, but no long terms studies are made on it so concerns are justified."
179,Fri Nov 12 13:32:51 +0000 2021,"@cspanwj LOOK AT THIS CCP HACK! WJ chose to invite on this CCP HACK &amp; LIAR... He just said, ""Covid recovery immunity is not strong enough"" BUT CSPAN had on Dr Offit, a Covid spksperson on May 10th, 2021 @ 25:00 mark saying, ""COVID RECOVERED IMMUNITY IS STRONGER &amp; LONGER LASTING!"" https://t.co/v8h4nizovj"
412,Fri Nov 12 14:22:18 +0000 2021,"@dm_ghaziabad
On cowin we can book slot of  06:00 PM to 08:00 PM for vaccination, but in DCH Sanjay Nagar, Ghaziabad people were not available around 07:00 pm.
@CMOfficeUP
@RNExtnResidents
@RNextension"
438,Fri Nov 12 00:34:28 +0000 2021,"@dwilliams1210 Lucky you. I got my Moderna booster on Tuesday at noon. By 6:00 I started to feel crappy. By 8:00 I had a very low grade temp. and achy. You know, the kind that throws you off just enough. I felt that way until about 4:00 Wednesday and then it went away. My arm still hurts though"
81,Fri Nov 12 18:40:06 +0000 2021,"@gigglechamp4gnf rowan u cant, u have covid"
340,Fri Nov 12 22:38:44 +0000 2021,"@hugodejonge No. There IS a way to stop all infections in 90 days or as early as 2 weeks. But vaccinations are not medically valid.The failure starts with #vaccine manufacturers who neglect mutation trajectories, who junk-dumped mass EU vaccinations that should NEVER be injected before 17:00."
89,Fri Nov 12 18:30:17 +0000 2021,@iannock @maria_aguete Events with Covid QR entrance control can still continue all be it till max 18.00 hours. Dinners during IBC will be very limited as restaurants have to close at 20.00 hours.
272,Fri Nov 12 07:07:01 +0000 2021,"@iansuzir Get a nurse to prescribed some some herbal medicine for you. .... 😂 😂 😂 tell him it's high dependacy medication for you, though you don't have COVID 19....😂 😂 😂 it's GHc 500.00.... 😂 😂 😂 thank me later... 😂 😂 😂"
467,Fri Nov 12 20:44:55 +0000 2021,@johnson_annitra @ananavarro Please watch this clip from 12:00 on the counter. Both son and mom are fake crying. She broke out of character and was giggling https://t.co/6RRSMxmK2Y
310,Fri Nov 12 02:38:32 +0000 2021,@lapham923 @NhNancie I don’t know how long he’d had it. He bought it with his Covid government 1200.00. Well his 18 year old friend bought it. So maybe in the spring of 2020?
411,Fri Nov 12 14:32:17 +0000 2021,@library_sheri @AnonCitizenUK Vaccination is a lay! Wake up! It is all about The Great Reset! There is a world war. Please the vaccination is falls. It doesn't work! The Netherlands goes this day 19.00  again lock down. 87% has the vaccination 2x. Pleace wake up. Think abaut the children and there future.
198,Fri Nov 12 12:55:57 +0000 2021,"@mmmvanderwalt https://t.co/MneMq1pIxx
Well then this is also not far fetched ...
❗❗❗❗❗
If you wondered the schools are getting paid to mask the kids 🤨

They are paying the schools for following the covid regulations...
 its about $3000.00 a child that wears a mask 🤷🏻‍♀️"
98,Fri Nov 12 17:57:58 +0000 2021,"@mmpadellan Some started biz from home, some said don't feel comfortable COVID/UNVAXXED, few simply said, for what we're paid &amp; deal w/ not worth it.
I'M SO PROUD!
What $15 an hr?
MADE $5.00 hr age 20/1976, apt $325, gas .59, Bread .30, Car, $4,100
AMERICANS BEING SCREWED
CORP💰IN POLITICS"
385,Fri Nov 12 04:05:47 +0000 2021,@narendramodi Is vaccine safe for human health?..
162,Fri Nov 12 14:29:56 +0000 2021,"@orenkfix
Current Landscape of Fellowship Training in Hepatology, Career Development Workshop, Friday 3:00-4:30 PM
Academic Debates (program co-chair), Friday 7:00-8:30 PM
Meet-the-Expert 39: Short and Long Term Consequences of COVID on the Liver, Sunday
9:00-10:00 AM"
