,index,Unnamed: 0,date,text
109,281,281,Thu Nov 11 18:14:38 +0000 2021,"If you receive a text informing that you have been awarded NGN95,000.00 as COVID-19 Survival Fund and Mr. Davies is your contact to redeem payment, let not your greediness lead you.

Na SCAM 🗣

Signed
Management"
110,283,283,Thu Nov 11 18:09:40 +0000 2021,Moderna Defends Covid Shot as Questions on Heart Risks Mount https://t.co/FKvsjEhfqN
111,284,284,Thu Nov 11 18:09:06 +0000 2021,"Average COVID hospital stay: $73,300

Average vaccine: $0.00"
112,285,285,Thu Nov 11 18:05:08 +0000 2021,"Free COVID-19 vaccination clinic at the Dan Dipert Career and Technical Center SAT, 11/13, 10:00-2:00. 2101 Browning Drive, 76010. For anyone eligible for COVID-19 vaccinations or booster shots.
Moderna, Pfizer, and J&amp;J available. Bring proof of age for minors and ID for adults. https://t.co/kbLFhDyUgu"
113,286,286,Thu Nov 11 18:04:33 +0000 2021,Care home group stops new admission at several homes after losing 150 staff over mandatory Covid vaccine rules https://t.co/SSYP7mXN9f
114,287,287,Thu Nov 11 18:02:40 +0000 2021,My mum was adamant that I have Covid so she spent £150 on an Iceland delivery and £90.00 with Ocado delivery to make sure I am sorted. She is mad lol
115,288,288,Thu Nov 11 18:00:22 +0000 2021,New COVID-19 Data at 2021-11-11 01:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/CpytvTFNuL
116,289,289,Thu Nov 11 18:00:16 +0000 2021,"@alzassociation will host the ""COVID-19 and Caregiving"" webinar on November 12 at 4:00 p.m. Tips for caring for a person with dementia during the COVID-19 pandemic will be offered. Join here to watch the webinar in English: https://t.co/dWW99UIdFx https://t.co/CLH5clo2Pb"
117,290,290,Thu Nov 11 17:59:00 +0000 2021,"Lockdown + Bounce Back Loans = 

'Thousands' of firms facing collapse over eye-watering interest charges on Covid loans https://t.co/DPxuKyz55P"
118,292,292,Thu Nov 11 17:54:56 +0000 2021,"@CartmillJenni @chris_notcapn He also tried selling Colloidal Silver Solution as a cure for Covid last year during the pandemic lockdown. $125.00
Shyster!!! https://t.co/bbkc7cv9HM"
119,293,293,Thu Nov 11 17:54:02 +0000 2021,"Cases: 251,746,099 (+73,137) 
Deaths: 5,077,431 (+568) 
Recovered: 0 (+0) 
Active Cases: 251,746,099 (100%)
Completed Cases: 5,077,431 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
120,295,295,Thu Nov 11 17:46:30 +0000 2021,"Forthcoming lecture:

It’s all about sharing. Covid-19 memes beyond meme discourse interpretation
Francisco Yus

Thursday 18 November, 12.00 hrs (Spanish time).

The talk can be watched on You Tube
https://t.co/ttpYxvxZtu"
121,296,296,Thu Nov 11 17:36:06 +0000 2021,"Addu City Covid-19 case status as of 11th November 2021 18:00 Hrs.
#StayHome 
#StaySafe
#WearMask https://t.co/oPr831X4kz"
122,299,299,Thu Nov 11 17:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 12:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/z6C2c5Q16d
123,300,300,Thu Nov 11 17:29:47 +0000 2021,"Free COVID-19 vaccine and booster clinic tomorrow from 9:30 a.m. - 12:00 p.m. Vaccine will be available to everyone 5 years old and older. 

This clinic is in collaboration with the @SaltLakeHealth.

#HealthierTomorrows #SaveLives https://t.co/BT3h2vSiU8"
124,301,301,Thu Nov 11 17:21:15 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 11:00:00 CST"
125,302,302,Thu Nov 11 17:21:14 +0000 2021,"COVID CLIMATE Thu, 11 Nov 2021 10:00:00 CST"
126,303,303,Thu Nov 11 17:15:20 +0000 2021,"Covid-19 Bulletin #Nagaland status as on 11th November 2021 at 5:00 PM.
#TogetherWeCan
#NagalandAgainstCovid19
#FlattenTheCurve 
@dipr_nagaland @StateDisaster @ddnewskohima @airnews_kohima 
Source-@HealthNagaland https://t.co/62c9qDTk4G"
127,304,304,Thu Nov 11 17:14:47 +0000 2021,"@ScottAdamsSays you may like what this doctor says about rapid and cheap COVID testing (from 48:00 )

https://t.co/sHU48Kdpn1"
128,307,307,Thu Nov 11 17:09:25 +0000 2021,"RSS has announced that it is training 10,00,000 swayamsevaks across 350 ""prants"" of India, to assist the nation in case COVID 3rd wave hits. 

A monumental level of preparation by the world's largest volunteer organization."
129,308,308,Thu Nov 11 17:08:54 +0000 2021,@Skicruiser58 @wolfblitzer So you're trying to tell me demand is higher now then it was pre covid when gas was $2.00/ga 😆
130,315,315,Thu Nov 11 17:02:50 +0000 2021,"Join Us Tomorrow for our first Children's Pfizer COVID-19 Vaccine Clinic. 5-11 years. 
9:30 AM - 4:00 PM
Schedule your child's appointment today at (801)486-4877. 
By appointment Only!

Must be a registered client of the UICSL. 
Parent/Guardian must be present during vaccination. https://t.co/y1CCIPz6Is"
131,316,316,Thu Nov 11 17:02:24 +0000 2021,"Registration for in-person worship is now OPEN! Please join us this Sunday at 10:00 a.m. #JoinTheRiver #JumpInTheRiver

Register here: https://t.co/GRbfRdT4cJ. https://t.co/MoOobwVNJM"
132,320,320,Thu Nov 11 17:00:21 +0000 2021,New COVID-19 Data at 2021-11-11 12:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/bSxCO7dVSs
133,321,321,Thu Nov 11 16:59:11 +0000 2021,"There is a mandatory BCHS 2022 Spring Break Trip Meeting on Thursday, Nov. 18th at 6:00 pm. in Art Room A.  Students and parents will fill out necessary paperwork, go over trip logistics, and Covid-19 protocol.  
Please RSVP to Mrs. Johnson prior to the meeting."
134,322,322,Thu Nov 11 16:59:09 +0000 2021,"@garyhollis52 @kathies01 @RBReich Did you add up the deaths for 18-50 year olds? It’s about 180,00 total! So that’s not so exaggerated compared to 200,000 retiree deaths! Talking to many restaurant owners, people don’t want jobs with the public that endanger their health because of all the COVID unvaccinated!"
135,323,323,Thu Nov 11 16:58:14 +0000 2021,"https://t.co/c1SEviKkAw
#Dutch #covid19 November 11 #interactive #Dashboard

Positive #cases:+16287 (2.253.031)
In #Hospital, #RIVM:+78 (34.194)
In Hospital, NICE from 12:00 AM:+5 (65.449)
#Deaths:+26 (18.663)

#Netherlands #CodeBlack #Vaccine #StaySafe  #QRcode #Lockdown #WHO https://t.co/QaBugllIMH"
136,324,324,Thu Nov 11 16:56:57 +0000 2021,"Our #HeartofNewMexico auction is OPEN! Take a look 👀 and bid on some items for a great cause! Bidding closes on 11/15 at 5:00 p.m. and will be COVID safe pick up only at our Albuquerque New Mexico #AHA office. To check out the auction, visit https://t.co/9kcVCKpNNG https://t.co/7REAwRvtLd"
137,325,325,Thu Nov 11 16:56:52 +0000 2021,"Covid 19 Awareness Workshop
12 November 2021
4:00 PM onward

#Workshop #Workshoponline #COVID19 #Covid19India #Safelife #Campuslife #Awareness #AwarenessMatters #Awarenesscampaign
#MCA #ComputerApplication #JISGroup #GNIT https://t.co/rA9QoQosvb
#OneJIS #DilSeJIS #JISHumara https://t.co/V2boERrdx7"
138,326,326,Thu Nov 11 16:54:15 +0000 2021,Moderna Defends Covid Vaccine Against Myocarditis Issue https://t.co/YhN1U3VeGl
139,327,327,Thu Nov 11 16:53:03 +0000 2021,"Cases: 251,672,962 (+16,396) 
Deaths: 5,076,863 (+423) 
Recovered: 0 (+0) 
Active Cases: 251,672,962 (100%)
Completed Cases: 5,076,863 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
140,329,329,Thu Nov 11 16:43:54 +0000 2021,"These Are the Counties In the Miami-Fort Lauderdale-Pompano Beach, FL Metro Area Where COVID-19 Is Growing the Fastest https://t.co/Tx5pAFkZ5z"
141,330,330,Thu Nov 11 16:43:17 +0000 2021,New Covid-19 Cases Are on the Rise for the First Time in Two Months https://t.co/Oz8IDa1ySk
142,331,331,Thu Nov 11 16:41:33 +0000 2021,"LitCovid:  Sudden onset of vitiligo after COVID-19 vaccine.: {'title': 'Sudden onset of vitiligo after COVID-19 vaccine.', 'date': '2021-11-10T12:00:00Z', '_id': '34751491'} https://t.co/w63uCrjte2 #covid19 #SARSCOV2 #coronavirus"
143,332,332,Thu Nov 11 16:39:43 +0000 2021,"Last chance! Next Thurs @ 12:00 PM Region8 will host the final Virtual Programming of 2021! Join us for Managing the New Frontiers of Risk in Post-COVID Global Education, for an engaging conversation about the pandemic &amp; international ed.

Register: https://t.co/bJL3WgEEKY https://t.co/8H9HRhhhSh"
144,334,334,Thu Nov 11 16:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 11:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/ydjMunqOwe
145,335,335,Thu Nov 11 16:26:44 +0000 2021,"At 11:00 a.m., I will be joining a Calgary woman who was forced to close her business because she is dealing with long-COVID symptoms. We are still learning how the virus impacts people differently and for some, there are severe health consequences.

We must do more. #abhealth"
146,336,336,Thu Nov 11 16:24:17 +0000 2021,"@G_Kapusto @qrsupport They charged me $400,no show fees after JetBlue stoped my flight because of Covid 19 protocol,another $700.00 on top of the fare I already paid ,So they are outside this global issue.
It is so sad for me to be a victim ,we share this global problem and not individual issue."
147,337,337,Thu Nov 11 16:15:08 +0000 2021,There will be a Pediatric COVID-19 Vaccination Clinic on November 18th from 4:00-6:30PM at Indian River Intermediate School.  The North Country Family Health Center will be offering Pfizer 1st dose COVID-19 vaccines for ages 5-11 as well as 12 and up. https://t.co/koB70n1aVV
148,338,338,Thu Nov 11 16:14:21 +0000 2021,"Eastern Regional High School will serve as a Covid-19 and Flu Shot Vaccination Site on Nov. 11, 2021 from 3:00 pm - 6:00pm in our 500 Cafeteria; Moderna and Pfizer boosters will be given. The vaccine is also available for kids age 5-11. https://t.co/XVo3XJha3r"
149,341,341,Thu Nov 11 16:13:27 +0000 2021,"Vaxx $$$&gt;Health
Moderna Defends Covid Shot as Questions on Heart Risks Mount https://t.co/HJZQcVGbaw"
150,343,343,Thu Nov 11 16:11:36 +0000 2021,"#Germany's virologist #ChristianDrosten warns that a further 1,00,000 people will die from #COVID19 if nothing is done to halt an aggressive fourth wave

https://t.co/Nb9bDwVxb4"
151,344,344,Thu Nov 11 16:09:23 +0000 2021,"$REGN [15s. delayed]: Issued Press Release on November 11, 11:03:00: CHMP Recommends EU Approval of Regeneron Antibody Cocktail to Treat and Prevent COVID-19 https://t.co/XN6zNa64zR"
152,345,345,Thu Nov 11 16:07:28 +0000 2021,"#MakeTerm1Hybrid
Do u think cases will not increase if 36,00,000 students give offline exams? We r not telling u 2 never open schools,but get us vaccinated 1st. STOP REPEATING UR STUPID MISTAKES AGAIN&amp;AGAIN &amp; KILLING OTHERS! Otherwise this Covid&gt;death cycle will never end."
153,348,348,Thu Nov 11 16:03:34 +0000 2021,"⚠️Delhi Health bulletin 11th Nov 

Total cases -40
Deaths - 00
Positivity- 0.8%
Recovery-61
#COVID19AB #COVID 
#CoronaVirusUpdates #coronavirus 
#Delhi #Corona #vaccinate    #Corona                                                
#COVID19 @DEEPAK_0616 https://t.co/EtQxLhKOqw"
154,349,349,Thu Nov 11 16:02:44 +0000 2021,"$BNTX [15s. delayed]: Issued Press Release on November 11, 11:00:00: Zipline, Pfizer and BioNTech Collaboration Paves the Way for Automated, On-Demand Delivery of First mRNA COVID-19 Vaccines in Ghana https://t.co/tZygmFEOeK"
155,350,350,Thu Nov 11 16:02:15 +0000 2021,"Do you have questions regarding COVID-19 Rent Relief Law AB832? Join our free workshop Thursday, November 18, at 10:00 AM via Zoom. 
Free to register, just click here https://t.co/pEQLRJy8c6 or call us at 1(800) 446-3247.

#fairhousing #covid19 #rentrelief #ab832 https://t.co/1dp0NfjaCp"
156,351,351,Thu Nov 11 16:02:14 +0000 2021,"#MakeTerm1Hybrid 
Do u think cases will not increase if 36,00,000 students give offline exams? We r not telling u 2 never open schools,but get us vaccinated 1st. STOP REPEATING UR STUPID MISTAKES AGAIN&amp;AGAIN &amp; KILLING OTHERS! Otherwise this Covid&gt;death cycle will never end."
157,353,353,Thu Nov 11 16:02:00 +0000 2021,"$ROG; OTCQX [15s. delayed]: Issued Press Release on November 11, 11:00:00: CHMP recommends EU approval of Ronapreve to treat non-hospitalised COVID-19 patients and for prophylaxis of the disease https://t.co/BRwGyFF5ny"
158,354,354,Thu Nov 11 16:01:56 +0000 2021,"$RO [15s. delayed]: Issued Press Release on November 11, 11:00:00: CHMP recommends EU approval of Ronapreve to treat non-hospitalised COVID-19 patients and for prophylaxis of the disease https://t.co/08vUQlsPfB"
159,355,355,Thu Nov 11 16:00:20 +0000 2021,New COVID-19 Data at 2021-11-11 11:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/zgAtagJSyB
160,357,357,Thu Nov 11 15:54:04 +0000 2021,"Our CEO @guybloch1 sat down with @michael__matias to talk about Covid-19, coalitions, and taking on the big companies controlling the supply chain.
#lastmiledelivery #bringg #supplychain #ceo #strongertogether
https://t.co/xAHuIMz8K6"
161,358,358,Thu Nov 11 15:53:00 +0000 2021,@GwaliaNews @IndyWalesFans Imo your leaving it a bit late there is going to be a lot of queuing to get it with added stress of covid passes you’d want to be arriving at stadium no later than 6:00 really
162,359,359,Thu Nov 11 15:52:18 +0000 2021,"This Louisiana mother went from a QAnon believer to a state vaccine advocate — and yesterday, her daughter was one of the first children to get the COVID-19 shot in the Bayou State. https://t.co/ejI6aGBg9V https://t.co/9Au1T9wgvB"
163,360,360,Thu Nov 11 15:52:03 +0000 2021,"Cases: 251,656,566 (+32,195) 
Deaths: 5,076,440 (+202) 
Recovered: 0 (+0) 
Active Cases: 251,656,566 (100%)
Completed Cases: 5,076,440 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
164,361,361,Thu Nov 11 15:49:15 +0000 2021,Join us tomorrow in person or virtually at the Geneva Academy to discuss #TreatyBody review. Is the ship 🛳 sinking while the orchestra continues to play? Find out or have your say tomorrow 14:30 a 16:00 when we discuss C19 impact 👉🏽 https://t.co/IxjDmyZLqG https://t.co/7HnFmMEcq7
165,362,362,Thu Nov 11 15:48:02 +0000 2021,"#Coronavirus #Covid19 #Covid_19 #SARSCoV2 #covid19world
Statistics and research.
11-11-2021 - 23:00
Showing all 3314 publications.
https://t.co/yH9mxAzijG"
166,366,366,Thu Nov 11 15:45:16 +0000 2021,"Join the Central District for an event this Saturday, 11/13 from 8:00 AM - 3:00 PM at UMMC's School of Health Related Professions in Jackson, MS.
We're offering 6 hours of CEUs on on post-covid rehab, a patient testimonial, and ethics.
Register here: https://t.co/JU8e8vlExw
#PT https://t.co/rW0iZRF7Jy"
167,370,370,Thu Nov 11 15:42:04 +0000 2021,"LitCovid:  Pandemic.: {'title': 'Pandemic.', 'date': '2021-11-11T12:00:00Z', '_id': '34756663'} https://t.co/21fy1e5TWW #covid19 #SARSCOV2 #coronavirus"
168,371,371,Thu Nov 11 15:41:42 +0000 2021,"@RoCam54 Ok, fine. Waste your gas which is over $4.00 a gallon in some states. Who you sorry too? Maybe your kids if you get COVID?"
169,373,373,Thu Nov 11 15:39:19 +0000 2021,"There is a COVID-19 vaccination clinic for children ages 5 to 11 from 4:00 p.m. to 6:00 p.m. today at Young Woods Elementary School, 674 Prairie Ave, Providence. Register here: https://t.co/CotUMafuCz https://t.co/GpnBtglEDc"
170,375,375,Thu Nov 11 15:36:15 +0000 2021,"The VNA will hold a walk-in COVID-19 vaccine clinic for ICCSD students ages 5-11 this afternoon at Hoover Elementary (1355 Barrington Rd, Iowa City) from 2:15-6:00 pm. The full COVID-19 vaccine clinic schedule can be found here: https://t.co/MClwZcruJR https://t.co/UD7ftCappa"
171,381,381,Thu Nov 11 15:33:02 +0000 2021,At home COVID tests are expensive - $ 25.00 for 2 around here. This has consequences for children who need a negative test before returning to school.
172,385,385,Thu Nov 11 15:30:58 +0000 2021,"CVS Health beats on earnings, gets lift from Covid vaccines and prescription volumes

The drugstore chain raised its forecast for the year, saying it expects adjusted earnings per share of $7.90 to $8.00, from $7.70 to $7.80.

Retail News: https://t.co/h4ih4P6m8a"
173,386,386,Thu Nov 11 15:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 10:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/lsRunIVpg6
174,387,387,Thu Nov 11 15:29:06 +0000 2021,"The coming Tuesday, November 16th at 1:00 PM EST 

SJU LSA Program &amp;  the Pedro Arrupe, S.J. Center for Business Ethics presents Lesson from Covid-19 in Rio's Favelas: Resilience in the Face of State Neglect

Don't miss it!

Zoom link: https://t.co/gOWsOddzfF https://t.co/hMdBaX8ZsD"
175,388,388,Thu Nov 11 15:28:10 +0000 2021,"We haven't had an opportunity to talk to the WBAI audience in some time. Call in and talk about the NYC Mayoral Election, Congress, COVID and COVID mandates, Democrats, the NYC Public School System...you name it. The phones will be open. Call 212-209-2877 today at 8:00 PM EST https://t.co/UbmsMlQAbn"
176,389,389,Thu Nov 11 15:25:02 +0000 2021,"@MamaDoctorJones Love this video! I think the kicker is this (taken directly from her website):
Monoclonal Antibody Infusion for Covid-19: $175.00
She also claims to be board certified in Otolaryngology and Sleep Medicine- any idea if they have taken a stance against COVID misinfo like ABEM has?"
177,390,390,Thu Nov 11 15:24:38 +0000 2021,"After weeks of declines, U.S. Covid cases have stalled at a high level: 'The ERs are packed' https://t.co/WjKdhzCM4j"
178,391,391,Thu Nov 11 15:24:02 +0000 2021,"#うひーメモ
投稿時間:2021-11-12 00:24:02
Covid: What are the vaccine rules for NHS staff and can I get a booster?
https://t.co/NiuhEad3mY
#ニュース"
179,392,392,Thu Nov 11 15:21:48 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 09:00:00 CST"
180,393,393,Thu Nov 11 15:21:04 +0000 2021,"COVID-19 Daily Update (Resumen Diario de COVID-19)
Daily averages, updated: November 10
Confirmed Cases (Casos confirmados): 414
Tests Conducted (Pruebas realizadas): 21,996
Deaths (Fallecidos): 2.00
Test Positivity (Tasa de positividad de la prueba): 2.2%
https://t.co/UrMNMrtIZm https://t.co/GutX2LEG6R"
181,396,396,Thu Nov 11 15:12:45 +0000 2021,"Still surprised at the lack of fans at #UNC’s season opener/Hubert Davis’ first game as head coach last night. 

Curious as to why it wasn’t packed… 7:00 pm weekday tip? COVID still a factor? Lesser opponent?"
182,398,398,Thu Nov 11 15:09:17 +0000 2021,"@davenewworld_2 @williamlegate The remove license plates, car is waiting for them. Wearing hats, Covid masks, face coverings. Fuckingggggggggg ridiculous, but it’s not worth risking your life or job that pays $15.00 an hour. It’s going to get a lot worse folks."
183,400,400,Thu Nov 11 15:05:27 +0000 2021,"🔥🎁💥Promotion Combo (2 in 1) Covid 19 Antigen Test Kit 🎁💥🔥

Any purchase of 2 or 4 BOX 📦 of 25's (RM6.00 each) 🆓🆓🆓 1 or 2 Portable Oxygen 1000 ml

0️⃣5️⃣0️⃣kits - 6.00🆓1Oxygen
1️⃣0️⃣0️⃣kits - 6.00🆓2Oxygen

🤩🤩Limited to only 800 sets 🤩🤩

Interested pls PM 🤙0106570608"
184,401,401,Thu Nov 11 15:03:58 +0000 2021,"VASLan &amp; @VANLinfo will be hosting ""Lanarkshire COVID-19 Online Information Event"".

🗓️ Friday, November 26 at 10.00 am

Book your place below:
🌐 https://t.co/RrB6yxXt3K

We will discuss current guidance on COVID-19 safety arrangements and Q&amp;A with NHS Lanarkshire staff. https://t.co/QemXrz9Rt8"
185,402,402,Thu Nov 11 15:01:49 +0000 2021,"Next Thursday, (11/18, 2:00 -3:00 pm ET) @JANatJAN will host a webinar on workplace accommodations focusing on Return to Work issues after COVID-19. Free but registration required. #COVID19 #ADA https://t.co/tuyegQxuKC"
186,403,403,Thu Nov 11 15:01:26 +0000 2021,"India gets a $2.50 kit to fight against covid, the western world gets a $700.00 pill to fight against covid.
You getting it yet?"
187,404,404,Thu Nov 11 15:00:53 +0000 2021,"#COVID-19 #VACCINE POP-UP CLINIC

MONDAY, Nov 15, 3:00 PM - 6:00 PM

Appointments: Call or Text: (323) 203-9302
WALK-INS WELCOME!

Moderna, Pfizer, &amp; J&amp;J.
Boosters for 65+ and Immune-compromised individuals.

El Nido Family Centers, 2069 W Slauson Ave, 90047
@WeAreLAHealth https://t.co/RD8Ty9ybFm"
188,405,405,Thu Nov 11 15:00:40 +0000 2021,"Percentage of Population Vaccinated 
Progress Bar:  XXXXXX----
Single Dose Percentage:  68.00
Two Doses Percentage:  60.33
Percentage of Effective Immunity:  60.33
#covid19 #covid"
189,406,406,Thu Nov 11 15:00:24 +0000 2021,New COVID-19 Data at 2021-11-11 10:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/BqadyUhwt5
190,407,407,Thu Nov 11 14:57:06 +0000 2021,Come and hear @LeukaemiaCareUK @MorecambeBHCP @MorecambeBayCCG @HKP_Info speak about how their work in earlier diagnosis of cancer &amp; CVD captures key learnings from the Community response to COVID-19. Join @THCAlliance digital event on Tues 16 Nov at 14:00 https://t.co/ehu9UJdp8A
191,411,411,Thu Nov 11 14:54:50 +0000 2021,"https://t.co/c1SEviKkAw
#Dutch #covid19 November 10 #interactive #Dashboard

Positive #cases:+16287 (2.253.031)
In #Hospital, #RIVM:+78 (34.194)
In Hospital, NICE from 12:00 AM:+5 (65.449)
#Deaths:+26 (18.663)

#Netherlands #CodeBlack #Vaccine #StaySafe  #QRcode #Lockdown #WHO https://t.co/51KAmCi7Xr"
192,412,412,Thu Nov 11 14:52:02 +0000 2021,"Cases: 251,624,371 (+18,457) 
Deaths: 5,076,238 (+165) 
Recovered: 0 (+0) 
Active Cases: 251,624,371 (100%)
Completed Cases: 5,076,238 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
193,413,413,Thu Nov 11 14:45:32 +0000 2021,"Join us on 16 November at 13:00 CET to raise awareness of the #PharmacistsRole in supporting patients with #COVID19 associated complications and “long COVID”.

https://t.co/HTfzWFSeRU https://t.co/G5Too5iTsT"
194,414,414,Thu Nov 11 14:41:51 +0000 2021,"Check out the latest @DKBmed #COVID 19 - Keeping up with a Moving Target: 
Shmuel Shoham, MD, and Willa Cochran, MSN, CRNP discuss how #variants are impacting COVID-19 treatment decisions.  Register: https://t.co/p9V2NTnxQW
November 17, 2021, 12:00 - 1:00 PM EST https://t.co/DRws5njOVi"
195,416,416,Thu Nov 11 14:33:19 +0000 2021,"Pandemic Data Initiative Expert Forum: COVID-19 Data Pioneers Featuring leaders in the fight for high-quality public data on COVID-19. Friday November 12, 2021, 12:00 - 1:00 PM EST

Johns Hopkins Coronavirus Resource Center
https://t.co/kl72szsynR https://t.co/2jAqTqe1XK"
196,417,417,Thu Nov 11 14:33:04 +0000 2021,"First Metro at 07.00 hrs. from 15.11.2021 (Monday)!
Please maintain all Covid Protocols.
#Unite2FightCorona https://t.co/keipSmSfDs"
197,419,419,Thu Nov 11 14:30:21 +0000 2021,Every adult in the U.S. could soon be eligible for a Pfizer COVID-19 booster shot — including people who got the Moderna or J&amp;J vaccine for their first doses. https://t.co/PawZNKMpQv https://t.co/JBODx2I6tU
198,420,420,Thu Nov 11 14:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 09:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/UGmZnfJQKf
199,422,422,Thu Nov 11 14:30:01 +0000 2021,"Green Bay Packers quarterback Aaron Rodgers has been fined — not for misleading statements regarding his vaccination status — but for attending a party while unvaccinated. 

The team has also been fined. https://t.co/BYTLso1FMa https://t.co/LSAeajCnMB"
200,423,423,Thu Nov 11 14:29:37 +0000 2021,'Thousands' of firms facing collapse over eye-watering interest charges on Covid loans https://t.co/zMW1Iya4JQ
201,427,427,Thu Nov 11 14:28:05 +0000 2021,2 COVID patients die in Romania fire - The blaze ripped through a hospital for infectious diseases in the southern city of Ploiesti shortly after 4:00 am local time. “The fire ... - https://t.co/rJMNlVuBpV https://t.co/9H5ZEomJDi
202,428,428,Thu Nov 11 14:26:10 +0000 2021,ABI Members – register now and join us tomorrow at 10:00 am to discuss conflicting State and Federal COVID-19 vaccine mandates. Learn more about the newly-released federal mandate and steps that all employers will want to take in attempting compliance. https://t.co/te27hE66Ee https://t.co/GPPt476Sbr
203,429,429,Thu Nov 11 14:24:56 +0000 2021,"A.F. Branco Cartoon – Worlds Apart: by A.F. Branco - Pelosi and her elite friend are above their own COVID rules, like wearing a mask in public. Political cartoon by A.F. Branco ©2021. Donations/Tips accepted and appreciated – $1.00 – $5.00 – $25.00 –… https://t.co/ubwh6Y9WM8 https://t.co/Bl4Gn9N7Ba"
204,430,430,Thu Nov 11 14:21:34 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 08:00:00 CST"
205,431,431,Thu Nov 11 14:21:33 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 07:00:00 CST"
206,440,440,Thu Nov 11 14:00:19 +0000 2021,New COVID-19 Data at 2021-11-11 09:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/VhClgk1Zw6
207,441,441,Thu Nov 11 13:53:04 +0000 2021,"West Bengal logs 853 new Covid-19 cases and 15 fatalities The state's covid-19 tally surged to 16,00,732 #Latest News by #BusinessStandard https://t.co/cgnThyeyAG"
208,443,443,Thu Nov 11 13:52:03 +0000 2021,"Cases: 251,605,914 (+21,184) 
Deaths: 5,076,073 (+264) 
Recovered: 0 (+0) 
Active Cases: 251,605,914 (100%)
Completed Cases: 5,076,073 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
209,444,444,Thu Nov 11 13:49:07 +0000 2021,"📢We're hiring a Visiting Senior Researcher, to lead a research project to monitor the international deployment and use of COVID technologies such as vaccine passports &amp; contact tracing apps.

Apply by: 09:00 GMT, Thurs 25 Nov 2021.
https://t.co/fbIl7MeaP0 https://t.co/ykE5qjMDEP"
210,445,445,Thu Nov 11 13:42:53 +0000 2021,"A Chilean congressman is nearing the end of a Herculean 13-hour speech to buy time for colleague @GiorgioJackson to complete Covid self-isolation. After 00.00, Jackson can enter congress and impeach the president with his vote, which tips the balance in favour of the opposition https://t.co/uqG6G0UJOQ"
211,447,447,Thu Nov 11 13:40:00 +0000 2021,"Loans were taken in good faith however with continued mismanagement of Covid causing loss of confidence &amp; the fall out of Brexit loans have become unaffordable for many businesses.
""Pay as grow"" works if you are able to grow not if you are in decline

https://t.co/nfo4ap0P6w"
212,449,449,Thu Nov 11 13:34:50 +0000 2021,"📌 Last days to register in the webinar “Listen to the Cry of the Poor"". Focus: key EU policies and future strategies to better support people in #poverty + Church's recommendations for short- and long-term actions.

📅Mon 15 Nov 2021
🕑17:00-18:30 (CET)
🔗https://t.co/UziMezZQj9 https://t.co/2vUEJC3565"
213,450,450,Thu Nov 11 13:34:48 +0000 2021,"@Walker06Donna This is more the fault of Clinton, Bush and Obama from their trade deals in the 90's, 00's and 10's.  You can also blame Trump for not taking immediate action to stifle the spread of COVID.

There are plenty of genuine criticisms of Biden, inflation is not one of them."
214,452,452,Thu Nov 11 13:30:20 +0000 2021,New COVID-19 Data at 2021-11-11 08:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/6YoR3YLMJn
215,456,456,Thu Nov 11 13:20:46 +0000 2021,"The work was done by Corner Brook Stream Trail with a contribution of $15,000.00 of in-kind design and work. The City contributed $50,000.00, with the Province giving $29,000.00 through the Covid-19 Stimulus Program and $7000.00. Walmart also contributed with $1000.00."
