,date,text
331,Fri Nov 12 13:41:54 +0000 2021,"00:35 Frontier Bowl
01:05 Five wins for Coach Torres
01:20 Andrew Perez breaks a record
02:10 Hailey at the tailgate
03:40 12-5A Football in the playoffs
04:15 Vets Memorial vs Weiss
06:20 Seguin vs Manor
09:00 Buda Johnson vs Cedar Park
09:21 Dripping Springs vs Georgetown
x"
795,Thu Nov 11 19:03:03 +0000 2021,"Don't miss:
Assessing &amp; Addressing the Psychosocial Impacts of COVID-19 Among Pregnant Women and Health Care Providers in Anhui, China: An Update

with Dr. Shelby Yamamoto

Tuesday, Nov. 16, 2021, 12:00 pm - 12:50 pm, via Zoom 

Register at https://t.co/snmu5vBQrG #globalhealth https://t.co/VcF7fDczfa"
393,Fri Nov 12 13:32:51 +0000 2021,"@cspanwj LOOK AT THIS CCP HACK! WJ chose to invite on this CCP HACK &amp; LIAR... He just said, ""Covid recovery immunity is not strong enough"" BUT CSPAN had on Dr Offit, a Covid spksperson on May 10th, 2021 @ 25:00 mark saying, ""COVID RECOVERED IMMUNITY IS STRONGER &amp; LONGER LASTING!"" https://t.co/v8h4nizovj"
507,Fri Nov 12 13:18:18 +0000 2021,"Fairfield Community Health Center is offering Covid-19 Vaccines on Wednesday, November 17th from 1:00-3:30. Stop by our Mobile Unit out front of our East Main Street Clinic or schedule an appointment online. https://t.co/3DVWHcftlo"
430,Fri Nov 12 01:22:46 +0000 2021,"Bhubaneswar #COVIDVaccinationUpdate

The COVID19 Vaccine Doses administered as on
10th November 2021 till 9.00 PM

#BhubaneswarVaccinationDrive https://t.co/SXAYDUuAvI"
155,Sat Nov 13 13:48:03 +0000 2021,"Cases: 252,693,071 (+17,618)
Deaths: 5,092,379 (+0)
Recovered: 0 (+0)
Active Cases: 252,693,071 (100%)
Completed Cases: 5,092,379 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
337,Fri Nov 12 16:34:18 +0000 2021,"21.30 Pfizer's new clot shot ingredient
31.00 it's gene editing
https://t.co/0puMt8x0oa"
24,Sat Nov 13 22:16:24 +0000 2021,Sing praises to the Lord! Join us online or in-person Sunday at 10:00 for our Worship Service lead by guest speaker Brent Ellis. Message: Looking Ahead. For Covid Protocols and Zoom link visit https://t.co/1X38ZhSDoI #HamOnt #Churches
804,Thu Nov 11 18:45:07 +0000 2021,"ADVERSE VAX REACTIONS ARE REAL: Moderna defends Covid Shot as questions on “Heart Risks” mount! 
#Moderna
#Myocarditis 
#VaxHeartRisks 
https://t.co/TXZnfjIcC3"
167,Sat Nov 13 12:46:02 +0000 2021,"Cases: 252,675,453 (+11,365)
Deaths: 5,091,865 (+0)
Recovered: 0 (+0)
Active Cases: 252,675,453 (100%)
Completed Cases: 5,091,865 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
5,Sat Nov 13 23:44:21 +0000 2021,Once-healthy kids struggling with symptoms months after COVID-19 infection https://t.co/Nc3PTfQXMK
423,Fri Nov 12 00:28:51 +0000 2021,"At 18:00 min Dr. Tenpenny speaks about the Marburg vaccine in the pipe line at the CDC since February 2020.  No doubt, the ultimate objective is the vaccine passports.

https://t.co/rfiAePKcoT"
649,Fri Nov 12 19:19:09 +0000 2021,"There will be a vaccine clinic for any ARPS student 5+ or staff interested in receiving one. The ARHS will be holding the clinic on Tuesday, November 23rd from 3:00-5:30 pm. Boosters will also be available for adults."
31,Sat Nov 13 22:01:31 +0000 2021,"@BobChar20165357 I strongly advise the use of Hyperbaric Oxygen Therapy (HBOT) as an alternative in treating COVID. They can@be operated by untrained personnel 500 x Hyperbaric oxygen chambers = $8,000,000 USD or $11,332,568.00 NZD + shipping/tax.https://t.co/HX6WdxYEcg https://t.co/MInI3nRfOZ"
475,Fri Nov 12 21:46:03 +0000 2021,"Cases: 252,340,354 (+17,322)
Deaths: 5,085,702 (+216)
Recovered: 0 (+0)
Active Cases: 252,340,354 (100%)
Completed Cases: 5,085,702 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
319,Fri Nov 12 15:22:51 +0000 2021,"$RO [15s. delayed]: Issued Press Release on November 12, 10:20:00: Ronapreve approved by European Commission to treat non-hospitalised COVID-19 patients and for prophylaxis of the disease https://t.co/LAt80D5wgZ"
694,Fri Nov 12 09:13:14 +0000 2021,"Wind Gusts 30 to 40 mph possible across parts of the Quad State region today for Alexander, Edwards, Franklin, Gallatin, Hamilton, Hardin, Jackson, Jefferson, Johnson, Massac, Perry, Pope, Pulaski, Saline, Union, Wabash, Wayne, White... till 1:00 PM CST https://t.co/7vZYmg6eWg https://t.co/6N6fUDKxE3"
986,Thu Nov 11 08:21:14 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 00:00:00 CST"
689,Fri Nov 12 22:39:03 +0000 2021,"Wealthier Parents More Likely to Get COVID Vaccines for Young Kids: Poll - https://t.co/OZh159hAgl{
Title: Wealthier Parents More Likely to Get COVID Vaccines for Young Kids: PollCategory: Health NewsCreated: 11/11/2021 12:00:00 AMLast Editorial Review: 11/11/2021 12:00:00 AM..."
838,Thu Nov 11 16:53:03 +0000 2021,"Cases: 251,672,962 (+16,396) 
Deaths: 5,076,863 (+423) 
Recovered: 0 (+0) 
Active Cases: 251,672,962 (100%)
Completed Cases: 5,076,863 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
270,Sat Nov 13 02:00:18 +0000 2021,New COVID-19 Data at 2021-11-12 09:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/U0JvcqPqxR
302,Fri Nov 12 00:22:38 +0000 2021,"""【Medicine Buddha Practice @ Powerful Day】It's a time to help purify those who have sickness and those who have already passed. Special dedication to those who passed away or suffer from COVID 19.
12th Nov Friday, 23:15 - 00:00 AEST UTC +10
https://t.co/wTHNutUGAV"" https://t.co/L8cQ8iCxuh"
983,Thu Nov 11 08:34:32 +0000 2021,"In partnership with the Philippine Red Cross (PRC), there shall be a dry-run of the vaccination against Covid-19 (Pfizer) for MINORS AGES 12 – 17 YEARS OLD WITHOUT COMORBIDITIES ROPP on Friday, November 12, 2021, 9:00 am to 4:00 pm at the grounds of Colegio de San Juan de Letran. https://t.co/EML8Kpi5Mr"
138,Sat Nov 13 14:59:10 +0000 2021,"My Pfizer booster shot yesterday is treating me like the very first shot did.  I'm extremely fatigued, my left arm is KILLING me, and I've got a small headache.  If this works out like the first shot, I should feel fine at around 8:00 PM tonight."
534,Fri Nov 12 19:59:43 +0000 2021,How many shots is the “covid vaccine” going to end up being? The NBA is now at two shots and a booster. I’m setting over/under at five shots before they end this charade. https://t.co/I7O5s4VwE9
200,Sat Nov 13 10:00:18 +0000 2021,New COVID-19 Data at 2021-11-13 05:00:01 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/vTprCD1ITU
985,Thu Nov 11 08:21:15 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 01:00:00 CST"
894,Thu Nov 11 14:26:10 +0000 2021,ABI Members – register now and join us tomorrow at 10:00 am to discuss conflicting State and Federal COVID-19 vaccine mandates. Learn more about the newly-released federal mandate and steps that all employers will want to take in attempting compliance. https://t.co/te27hE66Ee https://t.co/GPPt476Sbr
162,Sat Nov 13 13:00:54 +0000 2021,"We have a COVID-19 community vaccine clinic for ages 5-11 TODAY from 9:00 am-1:00 pm at Pathway Pediatrics! You don't have to be a patient. Schedule here: https://t.co/jJAEA6rfJK

#rochesterny https://t.co/MKUs1DjGw6"
213,Sat Nov 13 09:14:15 +0000 2021,"In action Away!

Sunday 14th November

@LochLomondRFC v Strathaven RFC Boys U16 A
KO @ 14:00

***

No 1st XV, 2nd XV or U18 fixtures.

Sunday's Strathaven RFC Minis (P2-7) v Lanark RFC
Cancelled due to COVID concerns @ Lanark"
825,Thu Nov 11 17:21:15 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 11:00:00 CST"
535,Fri Nov 12 02:26:03 +0000 2021,"How many times do we hear the same story over &amp; over. My husband's health insurance through his work went to 28,000.00 a year for a family 👪 plan.  Because ppl won't get vaxx but get covid run up thousands in bills and now insurance is trying to make it up. https://t.co/z6qW5Zb3De"
327,Fri Nov 12 13:25:18 +0000 2021,"*🇵🇸Palestinian MOH*
12-11-2021 / 10:00 AM
*🚨COVID-19 daily updates in Gaza Strip.*

💫PCR tests in the last 24 hours:795
💫New cases in the last 24 hours:146
💫 Cumulative confirmed cases:185563
💫 Seriously ill cases:60
💫Cases that need medical care:86"
558,Fri Nov 12 17:08:35 +0000 2021,"Join @mcgill researchers in a virtual conversation on the future of research in a post-COVID world 🌎

Register now for the #mcgill200 Bicentennial Digital Time Capsule Event as part of #RSC #COEE2021 ⏳ | Thur Nov 18, 5:30-6:00 pm EST ➡️ https://t.co/XQ5z5arbDI https://t.co/1xBXJuBxRi"
157,Sat Nov 13 13:40:59 +0000 2021,@tony73_ Not a real lockdown. Bars/restaurants/non-essential shops must close at 19:00. No audience at Football matches. Theatres/cinemas open. 2G QR pass introduced. It will no longer be possible for unvaxxed to enter with a neg test. 300 people in hospital w Covid in population of 17.8M
953,Thu Nov 11 10:47:44 +0000 2021,"@DianaPlant5 Have you been to New York the rotten apple?! Run that was run by Bill Dilousio &amp; King Cuomo the alleged senior Covid Killer &amp; sexual assaulter? Fed State City taxes! 20.00 to cross the Verrazano bridge, ticket cameras &amp; parking meters everywhere! So is the crime &amp; homelessness! https://t.co/Ac5WwXOgav"
712,Fri Nov 12 21:24:09 +0000 2021,‘An unprecedented departure’: Unvaccinated workers face new challenge paying for their COVID-19 testing https://t.co/qKhDKiMGd7
230,Sat Nov 13 06:56:03 +0000 2021,"Cases: 252,530,349 (+4,164)
Deaths: 5,089,263 (+0)
Recovered: 0 (+0)
Active Cases: 252,530,349 (100%)
Completed Cases: 5,089,263 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
56,Sat Nov 13 20:00:19 +0000 2021,New COVID-19 Data at 2021-11-13 03:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/YR3hvHbqe4
480,Fri Nov 12 23:05:02 +0000 2021,"Children's Vaccine Clinic:
Saturday, November 20 from 4:00 PM to 7:00 PM at the Father Duenas Memorial School Phoenix Center.
Children's Vaccine Clinic

Make an appointment at https://t.co/JfKh2ULPzh https://t.co/yHtb9Zfp0y"
531,Fri Nov 12 21:44:04 +0000 2021,"Hop on the #GOVAXX bus for your 1st or 2nd dose of a #COVID19 vaccine.
💉 Saturday, November 13th – Canboro Community Centre – 7 Darling St. Dunnville ON 11:00 a.m. – 5:00 p.m.
Ages 12+. Pfizer. No appointment needed. https://t.co/ufvLa8Nx6V https://t.co/nPuJAriFmv"
935,Thu Nov 11 12:06:02 +0000 2021,"5/ Our next #FutureOfCities event will debate the likelihood of a Covid-19 exodus from cities and what this would mean for society and the economy.
📅 Thursday 18 November
⏰ 11.00 - 12.00 
Book your place here 👇
https://t.co/aXsmbyISs9"
228,Sat Nov 13 07:11:53 +0000 2021,"메라키와 겸이랑, 💜
–––––––––––––––––
cafe event for @yugyeom in SG! 🇸🇬

#MERAKIKYUM
2021.11.13, @gtm_cafe
12:00 — 18:00

note: event rules will be released at a nearer date. all to-date covid-19 advisories strictly apply upon d-day.

see you there! 💛

#갓세븐 #저스투 #김유겸 https://t.co/wKYXIx1TIz"
165,Sat Nov 13 12:51:32 +0000 2021,"@bblock29 It's almost 5:00 AM
Definitely time for coffee. I had my Moderna booster on Oct. 28.
Congrats on your booster. Enjoy your coffee.
#BoosteredAF"
949,Thu Nov 11 11:00:19 +0000 2021,New COVID-19 Data at 2021-11-11 06:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/pbiJeFi5AW
356,Fri Nov 12 09:14:39 +0000 2021,"@IAMTOMMACDONALD (5)...  Or see him until I got an instant covid test ($300.00) and took a whole day to find an office that could give me one and got it, 1 hour later got the call that he had passed
:(........ and know Daddy saw yr words and smiled ear to ear so I thank you sir, you r awesome :)"
182,Sat Nov 13 11:44:03 +0000 2021,"Cases: 252,664,088 (+1,868)
Deaths: 5,091,853 (+0)
Recovered: 0 (+0)
Active Cases: 252,664,088 (100%)
Completed Cases: 5,091,853 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
726,Thu Nov 11 23:57:47 +0000 2021,FDA recalls 2.2 million Ellume COVID-19 home tests due to false positives https://t.co/wtssOMzQlb
615,Fri Nov 12 08:18:05 +0000 2021,"Register now for our next Fireside Chat in collaboration with @APIC ‘APIC &amp; IFIC Fireside Chat
Successful Management of COVID-19 in a Large Hospital Setting’ with Prof @maborg01 - November 15, 2021 @ 1:00 pm ET https://t.co/24ReDkqSgk"
640,Fri Nov 12 14:02:42 +0000 2021,"The Kid's COVID Vaccine Clinic will be held next week!

Friday, November 19th - 3:30 pm - 7:00 pm
Saturday, November 20th, 10:00 am - 2:00 pm

If you would like to pre-register your children, ages 5-11, you can do so online at https://t.co/byqeXNQ8DJ https://t.co/kfvJVMOeSu"
632,Fri Nov 12 13:59:06 +0000 2021,"TONIGHT!!!

Carissa Johnson, Pillbook
Nov 12, 2021 6:00 PM

Sonia

Age 18+

TIX
https://t.co/mHlvsgKGk6 https://t.co/o5lXZOwfNv"
300,Sat Nov 13 00:08:40 +0000 2021,"Global situation, 13 November 2021, 06:00 A.M.
- Total confirmed: 253,149,584
- Recovered 228,959,297
- Active cases: 19,087,659
- Deaths: 5,102,628

Wear mask, hand washing, keep physical distancing

 #โควิด19 #COVID19 #ไทยรู้สู้โควิด

https://t.co/LqHMHrDUdJ https://t.co/blfdn2ubYg"
743,Thu Nov 11 22:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 05:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/EQE8dv6ZGd
44,Sat Nov 13 21:12:23 +0000 2021,"For my Utrecht based Tweeps who don't like food waste: a local business bought €600,- worth of organic veggies for an event that is now canceled because of the new COVID measures. They're selling tomorrow between 13:00 and 16:00 at Rotsoord 32. Bring your own bag."
595,Fri Nov 12 18:26:40 +0000 2021,"November 18, 2021, 2:00 p.m. ET
Webcast: Return to Work After COVID-19 – Focus on Mental Health and Cognitive Limitations
@JANatJAN
#EmploymentFirst #COVID #mentalhealth #training
https://t.co/9BvQy7fwbp"
785,Thu Nov 11 19:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 02:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/Oo5pIcpth1
741,Thu Nov 11 22:46:03 +0000 2021,"Cases: 251,825,433 (+0) 
Deaths: 5,078,505 (+233) 
Recovered: 0 (+0) 
Active Cases: 251,825,433 (100%)
Completed Cases: 5,078,505 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
614,Fri Nov 12 17:37:32 +0000 2021,"Register for COVID-19 Vaccines &amp; Children with Developmental Disabilities: Let’s Talk with Dr. Lisa Shulman this Wednesday, Nov. 17th at 7:00 PM.

Click here: https://t.co/7Zw7GHwYHM"
275,Sat Nov 13 01:51:02 +0000 2021,The Board of Health will close at 12:00 pm on November 18th due to Flu and Covid Clinic https://t.co/DsmHHLgMg3
735,Thu Nov 11 23:15:39 +0000 2021,"@ABC7NY so watching the 6:00 news. It was reported that a second NYC closed because of COVID,and that COVID still exists.Yet that comment wasn’t made before the marathon. Quite the opposite. Everyone was giddy. So does COVID only exist in schools and not in a crowd of 33k runners"
971,Thu Nov 11 09:21:47 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 02:00:00 CST"
896,Thu Nov 11 14:21:33 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 07:00:00 CST"
498,Fri Nov 12 11:14:23 +0000 2021,"Due to the Covid-19 situation across Europe,  the EEMI Bauhaus Event in Hamburg  🇩🇪 | 23 &amp; 24 Nov  is postponed to 2022.

The event will be held ONLINE on 23 November from 14:00 to 16:00 CET.

for more Info:  https://t.co/4HYLGRpwKS https://t.co/caFg81qx3Y"
882,Thu Nov 11 15:00:53 +0000 2021,"#COVID-19 #VACCINE POP-UP CLINIC

MONDAY, Nov 15, 3:00 PM - 6:00 PM

Appointments: Call or Text: (323) 203-9302
WALK-INS WELCOME!

Moderna, Pfizer, &amp; J&amp;J.
Boosters for 65+ and Immune-compromised individuals.

El Nido Family Centers, 2069 W Slauson Ave, 90047
@WeAreLAHealth https://t.co/RD8Ty9ybFm"
973,Thu Nov 11 09:11:35 +0000 2021,"On November 9, 2021 at 9:00 AM, Personnel of Community Based Immersion Program, 1st PMFC led by PCpL Ferdinand M Rivera, conducted Slogan Making Contest with the Theme "" Covid-19 Prevention and awareness "" said activity participated by selected Youth of  Brgy Concepcion Victoria. https://t.co/yaDrxLhOIH"
121,Sat Nov 13 15:38:28 +0000 2021,"Duh!

Masked-Up States Are Reporting More Coronavirus Cases Per Capita than Maskless Florida https://t.co/kdyrVE6yeM"
178,Sat Nov 13 12:00:18 +0000 2021,New COVID-19 Data at 2021-11-13 07:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/qkR5IUMLDB
277,Sat Nov 13 01:47:58 +0000 2021,"Let's talk about COVID-19 vaccine ages 5-11.

Join us, Wednesday, November 17 for a virtual town hall meeting. We will have two sessions, the first in English from 5:30-6:00 p.m. and the second in Spanish from 6:15-6:45 p.m.

To join on zoom, visit: https://t.co/LKBFksuTpo https://t.co/sJ1VSTiU9B"
338,Fri Nov 12 19:49:15 +0000 2021,"8. Nick Yaya is a Los Angeles-based QAnon extremist and anti-vaxxer who staged a shutdown of the nation’s largest vaccine site on January 30th at Dodger Stadium.

Yaya wears a white lab coat at anti-vax protests to pretend he’s a doctor. He received $1,000.00 in pandemic relief. https://t.co/KUptN7oJeg"
153,Sat Nov 13 13:49:37 +0000 2021,"Today’s COVID-19 vaccine clinic at Asheville Middle School is officially open! We’ll be here until 4:00 PM in the AMS gym. All vaccines, including boosters &amp; 5-11 year old dosages, are available. The no-cost clinic is open to ALL North Carolinians 5 and up. Come see us! https://t.co/HaweLCdfhj"
811,Thu Nov 11 18:16:28 +0000 2021,"💥💥BREAKING💥💥

The Die Is Cast. 

Join the REAL &amp; PROPER debate on Mandatory Covid Vaccination. 

Featuring Science, Ethics &amp; Law. 

Walala. Wasala 💥💥💥

A chance to pose your own questions &amp; have them answered by experts. Do it now.

Thursday, 18 Nov 2021
Time: 16:00 https://t.co/Gm9Vh3mk6n"
108,Sat Nov 13 16:30:18 +0000 2021,New COVID-19 Data at 2021-11-13 11:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/IMjUp7Ohcg
159,Sat Nov 13 13:27:58 +0000 2021,‘An unprecedented departure’: Unvaccinated workers face new challenge paying for their COVID-19 testing https://t.co/qZAbpf4Tdv
357,Fri Nov 12 20:59:50 +0000 2021,"@IMAIndiaOrg Third Wave of Corona Coming or Not? Predictions That Experts Got Completely Wrong https://t.co/xDInmsNNK8 .MY PERSONAL OPINION: THE THIRD WAVE IS COMING ! THIS IS DUE TO INDIAN ""SLOW WORK"" ON VACCINATION &amp; PRECAUTIONS.THE EUROPE'S PROBABLE LOCK DOWN NEWS HINTS IT"
628,Fri Nov 12 12:10:54 +0000 2021,"Status of fully vaccinated

State wise 2nd dose vaccination coverage as per the GoI Co-WIN dashboard
12th Nov, 07:00 AM

UP: 3,65,46,099
Maharashtra: 3,26,92,890
Gujarat: 2,83,67,757
Karnataka: 2,46,29,827
MP: 2,41,37,189
West Bengal: 2,37,68,725"
915,Thu Nov 11 12:57:04 +0000 2021,"""People have told me to go back to China,"" he says. ""People have accused us of spreading COVID because we are Chinese."" 
https://t.co/VsuGEFC34u"
815,Thu Nov 11 18:02:40 +0000 2021,My mum was adamant that I have Covid so she spent £150 on an Iceland delivery and £90.00 with Ocado delivery to make sure I am sorted. She is mad lol
310,Fri Nov 12 14:09:58 +0000 2021,"#OurShotVT - get your first or second dose or a booster here! Ages 12 and up! Walk-ins welcome! All weekend!
11/12 Berlin Mall, 282 Berlin Mall Rd.
8:00 am - 6:00 pm  Berlin  Pfizer (Ages 12+), Moderna, Johnson &amp; Johnson"
926,Thu Nov 11 12:34:01 +0000 2021,"@ShannonVallor Been complaining about the morning-centric culture for years. Typical example, post-covid, we had no access to our PhD offices after 17.00 and now after 22.00, the most counterintuitive measure both for PhD as well as for covid (most night owls do social distancing naturally)"
564,Fri Nov 12 17:21:29 +0000 2021,"Join us on 11/20/21 at 11:00 AM as Michele Ogle, MD provides up-to-date information on vaccines, boosters, vaccine hesitancy and best practices to stay safe in the pandemic. Click to register: https://t.co/PAxWqBDIIS Send questions to:  raleighlinkshhs@gmail.com https://t.co/A7wK6wgU5g"
487,Fri Nov 12 10:27:44 +0000 2021,"Covid-19 Booster Clinic! All are welcome!
Friday, November 12th, 2021 from 8:00 AM - 5:00 PM at Bay-Arenac ISD Career Center. https://t.co/vmQhy6sTNa"
194,Sat Nov 13 10:44:03 +0000 2021,"Cases: 252,662,220 (+39,510)
Deaths: 5,091,474 (+0)
Recovered: 0 (+0)
Active Cases: 252,662,220 (100%)
Completed Cases: 5,091,474 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
995,Thu Nov 11 07:45:23 +0000 2021,"Germany COVID-19 Stats for 11. Nov 2021 at 08:44

Cases Overall: 4.875.551 (+45.416)

  Active: 345.352 (+28.472)

  Closed: 4.530.199 (+16.944)
    Deaths: 97.599 (+244)
    Recoveries: 4.432.600 (+16.700)

Last check was on 10. Nov 2021 at 09:00

Source: https://t.co/Ejv5HZWU6f"
437,Fri Nov 12 08:21:15 +0000 2021,"COVID TRUMP Fri, 12 Nov 2021 02:00:00 CST"
698,Fri Nov 12 19:28:55 +0000 2021,"You will want to take your family tonight beginning at 6:00 to the Hernando square for the annual Christmas tree lighting.  Also Mayor Chip Johnson will read ""The Night Before Christmas"" and then you can watch a Disney Family Christmas Movie on the lawn beginning at 6:30.  FREE!! https://t.co/cboDn4z8h8"
777,Thu Nov 11 19:55:02 +0000 2021,"Cases: 251,797,190 (+32,909) 
Deaths: 5,077,902 (+111) 
Recovered: 0 (+0) 
Active Cases: 251,797,190 (100%)
Completed Cases: 5,077,902 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
713,Fri Nov 12 06:37:30 +0000 2021,"‘As much as we want to move past the virus, we can’t right now’: What a cancelled trip says about our continuing struggle with COVID-19 https://t.co/POJpn7e7eN TOTALLY WORTH A READ /A WAKEUP"
630,Fri Nov 12 20:30:33 +0000 2021,"THE COVID TESTING TENT at Methuen Family Health Center, 147 Pelham St., has closed for the day due to flooding. We apologize for the inconvenience. The tent will be open tomorrow from 9:00 am-12 noon. STAY SAFE! @GLFHC https://t.co/24GQi60VCJ"
927,Thu Nov 11 12:30:20 +0000 2021,New COVID-19 Data at 2021-11-11 07:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/MdhLb1noQN
956,Thu Nov 11 10:21:50 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 04:00:00 CST"
